Entry,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,kb,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
797,C=CCCCC,Pd,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[PdH]%16%17I,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,ClC1=CC=CC=C1Cl,373.15,100,0.25,16,2,50,10,-0.431363764,2.4375,,0.392427989,0.37037037,,
798,C=CCCCCCC,Pd,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[PdH]%16%17I,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,ClC1=CC=CC=C1Cl,373.15,100,0.25,16,2,50,10,-0.380211242,2.875,,0.405184229,0.416666667,,
799,C=CCCCCCC,Pd,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[PdH]%16%17I,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,ClC1=CC=CC=C1Cl,373.15,100,0.25,16,2,50,10,-0.662757832,2.65625,,0.334723733,0.217391304,,
800,C=CCCCCCC,Rh,C1=CC=C(OP->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(OP->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(N2C=CC=C2)N2C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.084,5,3200,0.2,0.491361694,10933.33333,,0.622534088,3.1,,
801,C=CCCCCCC,Rh,C1=CC=C(OP->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(OP->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(N2C=CC=C2)N2C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.074,10,3200,0.2,0.568201724,11900.54054,,0.641696191,3.7,,
802,C=CCCCCCC,Rh,C1=CC=C(OP->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(OP->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(N2C=CC=C2)N2C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.26,50,3200,0.2,0.544068044,3101.538462,,0.635677817,3.5,,
803,C=CCCCCCC,Rh,C1=CC=C(OP->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(OP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,5.1,5,3200,0.2,0.361727836,13.74117647,,0.590206443,2.3,,
804,C=CCCCCCC,Rh,C1=CC=C(OP->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(OP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(OP(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,2,50,1280,0.5,0.361727836,219.52,,0.590206443,2.3,,
805,C=CCCCCCC,Rh,C1=CC(OP->%16(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP->%17(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(OP(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.1,1.5,3200,0.2,2,9398.4,,0.998753117,100,,
806,C=CCCCCCC,Rh,C1=CC(OP->%16(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP->%17(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(OP(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.054,3,3200,0.2,2,11022.22222,,0.998753117,100,,
807,C=CCCCCCC,Rh,C1=CC(OP->%16(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP->%17(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(OP(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.27,10,3200,0.2,1.991226076,4743.111111,,0.996565106,98,,
808,C=CCCCCCC,Rh,C1=CC(OP->%16(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP->%17(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC(OP(N2C=CC=C2)N2C=CC=C2)=C(C2=C(OP(N3C=CC=C3)N3C=CC=C3)C=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,0.55,50,3200,0.2,2,1137.454545,,0.998753117,100,,
809,C=CCCCCCC,Rh,C1=CC=C(P->%16(OC2=C(C3=C(OP->%17(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(OC2=C(C3=C(OP(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,1.5,3,3200,0.2,0.698970004,486.4,,0.674306734,5,,
810,C=CCCCCCC,Rh,C1=CC=C(P->%16(OC2=C(C3=C(OP->%17(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(OC2=C(C3=C(OP(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,2.5,5,3200,0.2,0.954242509,243.2,,0.737965713,9,,
811,C=CCCCCCC,Rh,C1=CC=C(P->%16(OC2=C(C3=C(OP->%17(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(OC2=C(C3=C(OP(C4=CC=CC=C4)C4=CC=CC=C4)C=CC=C3)C=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,3,50,3200,0.2,0.77815125,217.28,,0.694052681,6,,
812,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,4800,0.833333333,0.785329835,2560,,0.695842852,6.1,,
813,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,2900,1.379310345,0.69019608,1508,,0.672118723,4.9,,
814,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,2300,1.739130435,0.568201724,1261.933333,,0.641696191,3.7,,
815,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,1800,2.222222222,0.612783857,984,,0.652813929,4.1,,
816,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,1500,2.666666667,0.602059991,850,,0.650139649,4,,
817,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.8,632,6.329113924,0.612783857,360.6613333,,0.652813929,4.1,,
818,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,1.8,632,6.329113924,0.491361694,342.544,,0.622534088,3.1,,
819,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,303.15,10,1,1.5,4.1,632,6.329113924,1.442479769,389.312,,0.859720641,27.7,,
820,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,313.15,10,1,1.5,4.1,632,6.329113924,1.491361694,181.5946667,,0.871910647,31,,
821,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,4.1,632,6.329113924,0.995635195,289.8773333,,0.748288078,9.9,,
822,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,343.15,10,1,1.5,4.1,632,6.329113924,0.740362689,319.3706667,,0.6846291,5.5,,
823,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,353.15,10,1,1.5,4.1,632,6.329113924,0.602059991,336.224,,0.650139649,4,,
824,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,5.4,632,6.329113924,1.29666519,315.1573333,,0.823357903,19.8,,
825,C=CCCCC,Rh,C1=CN(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CN(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CN(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,7.1,632,6.329113924,1.475671188,334.96,,0.867997803,29.9,,
826,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,1.7,632,6.329113924,0.531478917,179.6986667,,0.632538383,3.4,,
827,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,2.6,632,6.329113924,0.322219295,190.6533333,,0.580353939,2.1,,
828,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,4.7,632,6.329113924,0.785329835,184.544,,0.695842852,6.1,,
829,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,6,632,6.329113924,1.06069784,190.6533333,,0.764513177,11.5,,
830,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,8,632,6.329113924,1.170261715,191.2853333,,0.791835839,14.8,,
831,C=CCCCC,Rh,C1=CC=C(P->%16(N2C=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(N2C=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(N2C=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3,13,632,6.329113924,1.161368002,202.0293333,,0.789617956,14.5,,
832,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,2.3,632,6.329113924,0.77815125,363.1893333,,0.694052681,6,,
833,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,4.7,632,6.329113924,0.556302501,380.464,,0.638728803,3.6,,
834,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,1.5,6.4,632,6.329113924,0.579783597,389.312,,0.644584438,3.8,,
835,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,2,9.2,632,6.329113924,0.69019608,279.976,,0.672118723,4.9,,
836,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,343.15,10,1,1.5,9.2,632,6.329113924,0.681241237,380.0426667,,0.669885595,4.8,,
837,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N2C=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)N2C=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N2C=CC=C2)C=C1,C1=CC=CC=C1,333.15,10,1,3.166666667,13.6,632,6.329113924,0.934498451,165.6505263,,0.733042008,8.6,,
838,C=CCCCCCC,Rh,CC(C)(C)C1=CC(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)=C2OC3=C(C=C(C(C)(C)C)C=C3P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C(C)(C)C2=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(P(C2=CC=CC=C2)C2=CC=CC=C2)=C2OC3=C(C=C(C(C)(C)C)C=C3P(C3=CC=CC=C3)C3=CC=CC=C3)C(C)(C)C2=C1,CC1=CC=CC=C1,353.15,20,1,0.268709677,10,637,1,0.447158031,403,,0.611510731,2.8,,
839,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162C1=CC(C(C)(C)C)=CC2=C1OC1=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=C(C(C)(C)C)C=C1C2(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2C1=CC(C(C)(C)C)=CC2=C1OC1=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=C(C(C)(C)C)C=C1C2(C)C,CC1=CC=CC=C1,353.15,20,1,3.634417178,10,637,1,1.643452676,163,,0.909838573,44,,
840,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162C1=CC(C(C)(C)C)=CC2=C1OC1=C(P->%173C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C(C)(C)C)C=C1C2(C)C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2C1=CC(C(C)(C)C)=CC2=C1OC1=C(P3C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C(C)(C)C)C=C1C2(C)C,CC1=CC=CC=C1,353.15,20,1,1.71216763,10,637,1,1.491361694,346,,0.871910647,31,,
841,C=CCCCCCC,Rh,CC1=CC=C(OC2=C(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)C=C(C)C=C2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(OC2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=C(C)C=C2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=C1,CC1=CC=CC=C1,353.15,20,1,0.674655172,10,637,1,1.342422681,812,,0.834768748,22,,
842,C=CCCCCCC,Rh,CC1=CC=C(OC2=C(P->%163C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C)C=C2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(OC2=C(P3C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C)C=C2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=C1,CC1=CC=CC=C1,353.15,20,1,14.41631579,10,637,1,0.857332496,38,,0.713798628,7.2,,
843,C=CCCCCCC,Rh,CC1=CC=C(OC2=C(P->%163C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C)C=C2)C(P->%172C3=C(C=CC(C)=C3)OC3=C2C=C(C)C=C3)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(OC2=C(P3C4=C(C=CC(C)=C4)OC4=C3C=C(C)C=C4)C=C(C)C=C2)C(P2C3=C(C=CC(C)=C3)OC3=C2C=C(C)C=C3)=C1,CC1=CC=CC=C1,353.15,20,1,6.121818182,10,637,1,0.505149978,77,,0.625972563,3.2,,
844,C=CCCCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,20,1,13.86411765,10,637,1,0.477121255,34,,0.618982857,3,,
845,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162[C-]->51C->6=C->7C->8=C->91.C1=CC=C(P->%17(C2=CC=CC=C2)[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2[C-]->51C->6=C->7C->8=C->91.C1=CC=C(P(C2=CC=CC=C2)[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,20,1,6.450632911,10,637,1,0.72427587,79,,0.680617424,5.3,,
846,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162[C-]->51C->6=C->7C->8=C->91.CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%172[C-]->%102C->%11=C->%12C->%13=C->%142.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2[C-]->51C->6=C->7C->8=C->91.CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2[C-]->%102C->%11=C->%12C->%13=C->%142.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,20,1,5.175625,10,637,1,0.278753601,80,,0.569514614,1.9,,
847,C=CCCCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,20,1,1.5925,10,637,1,0.176091259,224,,0.543913032,1.5,,
848,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162C1=CC=CC=C1P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=CC=C1,353.15,20,1,9.156875,10,637,1,-0.045757491,32,,0.488589154,0.9,,
849,C=CCCCCCC,Rh,CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P->%162C1=CC=CC=C1P->%171C2=C(C=CC(C)=C2)OC2=C1C=C(C)C=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(C=C1)OC1=C(C=C(C)C=C1)P2C1=CC=CC=C1P1C2=C(C=CC(C)=C2)OC2=C1C=C(C)C=C2,CC1=CC=CC=C1,353.15,20,1,2.50505618,10,637,1,-0.22184875,89,,0.444676122,0.6,,
850,C=CCCCCCC,Rh,CC1=CC2=C(OC3=C(P->%16(C4=CC=C(N(C)C)C=C4)C4=CC=C(N(C)C)C=C4)C=C(C)C=C3S2)C(P->%17(C2=CC=C(N(C)C)C=C2)C2=CC=C(N(C)C)C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(OC3=C(P(C4=CC=C(N(C)C)C=C4)C4=CC=C(N(C)C)C=C4)C=C(C)C=C3S2)C(P(C2=CC=C(N(C)C)C=C2)C2=CC=C(N(C)C)C=C2)=C1,CC1=CC=CC=C1,353.15,20,1,1.5,5,637,1,1.649334859,395.3646667,,0.911305451,44.6,,
851,C=CCCCCCC,Rh,COC1=CC=C(P->%16(C2=CC=C(OC)C=C2)C2=CC(C)=CC3=C2OC2=C(P->%17(C4=CC=C(OC)C=C4)C4=CC=C(OC)C=C4)C=C(C)C=C2S3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=C(P(C2=CC=C(OC)C=C2)C2=CC(C)=CC3=C2OC2=C(P(C4=CC=C(OC)C=C4)C4=CC=C(OC)C=C4)C=C(C)C=C2S3)C=C1,CC1=CC=CC=C1,353.15,20,1,1.5,5,637,1,1.567026366,391.118,,0.890779642,36.9,,
852,C=CCCCCCC,Rh,CC1=CC=C(P->%16(C2=CC=C(C)C=C2)C2=CC(C)=CC3=C2OC2=C(P->%17(C4=CC=C(C)C=C4)C4=CC=C(C)C=C4)C=C(C)C=C2S3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(P(C2=CC=C(C)C=C2)C2=CC(C)=CC3=C2OC2=C(P(C4=CC=C(C)C=C4)C4=CC=C(C)C=C4)C=C(C)C=C2S3)C=C1,CC1=CC=CC=C1,353.15,20,1,1.5,5,637,1,1.64738297,395.7893333,,0.910818696,44.4,,
853,C=CCCCCCC,Rh,CC1=CC2=C(OC3=C(P->%16(C4=CC=CC=C4)C4=CC=CC=C4)C=C(C)C=C3S2)C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(OC3=C(P(C4=CC=CC=C4)C4=CC=CC=C4)C=C(C)C=C3S2)C(P(C2=CC=CC=C2)C2=CC=CC=C2)=C1,CC1=CC=CC=C1,353.15,20,1,1.5,5,637,1,1.698970004,395.7893333,,0.923683293,50,,
854,C=CCCCCCC,Rh,CC1=CC2=C(OC3=C(P->%16(C4=CC=C(F)C=C4)C4=CC=C(F)C=C4)C=C(C)C=C3S2)C(P->%17(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC2=C(OC3=C(P(C4=CC=C(F)C=C4)C4=CC=C(F)C=C4)C=C(C)C=C3S2)C(P(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)=C1,CC1=CC=CC=C1,353.15,20,1,1.5,5,637,1,1.711807229,392.8166667,,0.926884596,51.5,,
