Entry,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,kb,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
13,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)N(CCN([C@@H]2CCCC3=CC=CC=C32)P->%17(C2=CC=CC=C2)C2=CC=CC=C2)[C@@H]2CCCC3=CC=CC=C32)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)N(CCN([C@@H]2CCCC3=CC=CC=C32)P(C2=CC=CC=C2)C2=CC=CC=C2)[C@@H]2CCCC3=CC=CC=C32)C=C1,C1=CC=CC=C1,333.15,20,1,21,2,1400,0.54,-0.380211242,42.66666667,,0.405184229,0.416666667,,687
14,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,25,2,1213,2.042857143,-1.322219295,48.52,,0.170269503,0.047619048,,689
15,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,25,2,1213,2.042857143,-1.322219295,13.1004,,0.170269503,0.047619048,,50
16,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,10,1,25,2,1213,2.042857143,-1.255272505,48.52,,0.186964463,0.055555556,,488-493
17,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,25,2,1213,2.042857143,-1.278753601,48.52,,0.181108828,0.052631579,,319-349
18,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,30,1,25,2,1213,2.042857143,-1.380211242,48.0348,,0.15580767,0.041666667,,315-316
19,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,40,1,25,2,1213,2.042857143,-1.397940009,48.0348,,0.151386532,0.04,,310-313
20,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,10,1,25,2,1213,2.042857143,-1.255272505,6.3076,,0.186964463,0.055555556,,257-308
21,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,25,2,1213,2.042857143,-1.322219295,13.1004,,0.170269503,0.047619048,,255
22,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,30,1,25,2,1213,2.042857143,-1.342422681,15.5264,,0.165231252,0.045454545,,248-252
23,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@@]35)OC6=[C@@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,40,1,25,2,1213,2.042857143,-1.342422681,17.4672,,0.165231252,0.045454545,,
24,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,24,1,1213,2.042857143,-0.301029996,50.54166667,,0.424930176,0.5,,
25,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,24,1,1213,2.042857143,-0.903089987,50.54166667,,0.274790527,0.125,,
26,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,24,2,1213,2.042857143,-1.301029996,15.66791667,,0.175553617,0.05,,
27,C=CC1=CC=CC=C1,Rh,C[C@H](CC[C@H]1C)P->%161C2=C(P->%17(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H](CC[C@H]1C)P1C2=C(P(OC3=CC=C(C=CC=C4)C4=[C@]35)OC6=[C@]5C(C=CC=C7)=C7C=C6)SC8=CC=CC=C82,CC1=CC=CC=C1,333.15,20,1,24,3,1213,2.042857143,-1.342422681,6.065,,0.165231252,0.045454545,,
28,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,40,1,16,2.2,500,5.1,0.500602351,18.125,,0.624838491,3.166666667,,
29,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1C,373.15,40,1,16,2.2,500,5.1,0.477121255,19.0625,,0.618982857,3,,
30,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CCCCCCC,373.15,40,1,16,2.2,500,5.1,0.327358934,8.4375,,0.581635644,2.125,,
31,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,373.15,40,1,16,2.2,500,5.1,0.477121255,17.8125,,0.618982857,3,,
32,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,373.15,40,1,16,2.2,500,5.1,0.477121255,15.625,,0.618982857,3,,
33,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,373.15,40,1,16,2.2,500,5.1,0.454258372,23.125,,0.613281389,2.846153846,,
34,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,40,1,16,2.2,500,5.1,0.410174465,9.375,,0.602287897,2.571428571,,
35,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,40,1,16,2.2,500,5.1,0.454258372,13.125,,0.613281389,2.846153846,,
36,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,393.15,40,1,16,2.2,500,3.4,0.388860351,21.875,,0.596972656,2.448275862,,
37,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,40,1,16,2.2,500,3.4,0.454258372,21.5625,,0.613281389,2.846153846,,
38,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,353.15,40,1,16,2.2,500,3.4,0.477121255,4.0625,,0.618982857,3,,
39,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,50,1,16,2.2,500,3.4,0.454258372,19.375,,0.613281389,2.846153846,,
40,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,1,16,2.2,500,3.4,0.477121255,23.125,,0.618982857,3,,
41,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,10,1,16,2.2,500,3.4,0.477121255,22.5,,0.618982857,3,,
42,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,16,2.2,500,3.4,0.477121255,22.8125,,0.618982857,3,,
43,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,3,16,2.2,500,3.4,0.500602351,22.1875,,0.624838491,3.166666667,,
44,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,1,500,3.4,0.410174465,11,,0.602287897,2.571428571,,
45,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,4,500,3.4,0.500602351,15.25,,0.624838491,3.166666667,,
46,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,3,500,3.4,0.500602351,20.25,,0.624838491,3.166666667,,
47,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.500602351,20.75,,0.624838491,3.166666667,,
48,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,3,500,3.4,0.500602351,20,,0.624838491,3.166666667,,
49,C=CCCCCCC,Ir,COC1=CC(OC)=C(P->%16(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1.COC1=CC(OC)=C(P->%17(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1.[IrH]%16%17%18.[C-]->%18#[O+],COC1=CC(OC)=C(P(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.788370416,10.75,,0.696601101,6.142857143,,
50,C=CCCCCCC,Ir,CC(C)(C)C1=CC(C(C)(C)C)=C(OP->%16(OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)C=C1.CC(C)(C)C1=CC(C(C)(C)C)=C(OP->%17(OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC(C(C)(C)C)=C(OP(OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)C=C1,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.388860351,9.5,,0.596972656,2.448275862,,
51,C=CCCCCCC,Ir,C1=CC=C(P->%16(CCCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(CCCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,1,500,3.4,0.454258372,10.25,,0.613281389,2.846153846,,
52,C=CCCCCCC,Ir,C1=CC=C(N2C=CC=C2P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(N2C=CC=C2P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(N2C=CC=C2P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.410174465,21.25,,0.602287897,2.571428571,,
53,C=CCCCCCC,Ir,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[IrH]%16%17%18.[C-]->%18#[O+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.307560863,6.5,,0.57669847,2.03030303,,
54,C=CCCCCCC,Ir,C2->3([C@@H](C)P->%16(C1CCCCC1)C1CCCCC1)=C->4[CH-]->5C->6=C2->7(P->%17(c1ccccc1)(c1ccccc1)).C1->8=C->9[CH-]->%10C->%11=C1->%12.[Fe]3456789%10%11%12.[IrH]%16%17%18.[C-]->%18#[O+],C2->3([C@@H](C)P(C1CCCCC1)C1CCCCC1)=C->4[CH-]->5C->6=C2->7(P(c1ccccc1)(c1ccccc1)).C1->8=C->9[CH-]->%10C->%11=C1->%12.[Fe]3456789%10%11%12,C1CCOC1,373.15,20,2,20,2.2,500,3.4,0.454258372,1.75,,0.613281389,2.846153846,,
55,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,373.15,20,2,20,2,500,3.4,0.454258372,11.5,,0.613281389,2.846153846,,
56,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,393.15,20,2,20,8,5000,3.4,0.500602351,162.5,,0.624838491,3.166666667,,
57,C=CCCCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,C1CCOC1,393.15,20,2,3,8,5000,3.4,0.176091259,1250,,0.543913032,1.5,,
58,C=CC1=CC=CC=C1,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,24,2.2,500,3.4,-0.454258372,12.91666667,,0.386718611,0.351351351,,
59,C=CCC1=CC=CC=C1,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,16,2.2,500,3.4,0.490086232,26.5625,,0.622216018,3.090909091,,
60,C=CCC1=CC=C(OC)C=C1,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,16,2.2,500,3.4,0.490086232,28.125,,0.622216018,3.090909091,,
61,C=CC1CCCCC1,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,16,2.2,500,3.4,0.720159303,28.125,,0.679590849,5.25,,
62,C=CC1CC=CCC1,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,16,2.2,500,3.4,0.575407797,25.625,,0.643493216,3.761904762,,
63,C=CCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,20,2.2,500,3.4,0.477121255,17.75,,0.618982857,3,,
64,C=CC(C)(C)C,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,403.15,20,2,20,2.2,500,3.4,1.380211242,17.25,,0.84419233,24,,
65,C=CC(C)(C)C,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,20,2.2,500,3.4,1.50965048,15.5,,0.876471441,32.33333333,,
66,C=CCCCCCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,20,2.2,500,3.4,0.477121255,21.75,,0.618982857,3,,
67,C=CCCCCCC,Ir,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[IrH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1CCCC1=O,298.15,20,2,16,2.2,500,3.4,0.500602351,27.8125,,0.624838491,3.166666667,,
68,C=CCCCCCC,Rh,CCN(CC)C1=CC(P->%16(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.CCN(CC)C1=CC(P->%17(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],CCN(CC)C1=CC(P(OC)C2=CC=CC(N(CC)CC)=C2)=CC=C1,CC1=CC=CC=C1,373.15,10,1,16,2,100,7.750916546,-0.104735351,5.75,,0.473881459,0.785714286,,
